fn_type,concurrency,avg_exec_time,avg_entry_total_time,total_offload_count,min_exec_time,max_exec_time,offload_count,max_entry_time,min_entry_time,avg_cpu_usage,avg_mem_usage_MB,total_cpu_usage,total_mem_usage_MB,samples
basic,15,0.1454707772731781,0.8865647043333333,2594,0.04553866386413574,0.7696311473846436,2069,1.981205,0.248912,38.465120019340524,1002.529017857143,230.79072011604316,6015.174107142858,3000
data_local,1,0.2953200042247772,0.6848210249999999,0,0.27670955657958984,0.43518972396850586,0,0.934022,0.614707,47.71975533556694,1004.9177320075756,286.31853201340164,6029.506392045454,200
data_local,2,0.3397947841882706,0.7870372450000004,17,0.2731666564941406,2.71089768409729,17,4.118531,0.602916,54.79064618800472,1000.3049879807692,328.7438771280283,6001.829927884615,400
data_local,3,0.48606754501660665,0.9935057816666684,101,0.2737276554107666,2.753307342529297,101,4.129448,0.60148,64.61911003119558,1007.8633219401041,387.7146601871734,6047.179931640625,600
data_local,4,0.5940912100672722,1.1508806175000004,219,0.27179646492004395,3.792982339859009,219,5.186173,0.597372,73.76090052395311,1021.7596571180557,442.5654031437187,6130.557942708334,800
data_local,5,0.6601945679187775,1.263407132999999,302,0.27115368843078613,2.927152156829834,302,4.295903,0.606443,81.73139451248805,1024.3452473958334,490.38836707492834,6146.071484375,1000
data_local,6,0.7221189139782139,1.3522756055045861,461,0.27194762229919434,2.6996891498565674,461,4.125844,0.613702,92.61201807390005,1026.1913752480157,555.6721084434002,6157.1482514880945,1200
data_local,7,0.7891276707557203,1.4497964503216585,603,0.275165319442749,3.3502604961395264,603,4.792527,0.611309,96.89351411836579,1032.0003255208333,581.3610847101947,6192.001953125,1400
data_local,8,0.8575105207871466,1.5506452582864272,761,0.27494168281555176,3.813387155532837,759,5.199611,0.598045,52.76629309009198,1030.888473731884,316.59775854055187,6185.330842391304,1600
data_local,9,0.8731728526471124,1.5731626564758165,922,0.27622222900390625,3.2921299934387207,922,4.677772,0.616951,32.98920883700625,1054.786875,197.93525302203753,6328.7212500000005,1800
data_local,10,0.9134344639362874,1.6362222187187208,1087,0.2744128704071045,3.918100595474243,1076,5.185271,0.611874,44.18481847992482,1067.0064322916667,265.10891087954894,6402.03859375,2000
data_local,11,0.9644432008185059,1.7183682771961803,1256,0.2764561176300049,3.9131195545196533,1231,5.299411,0.601191,50.551213636555076,1071.6883764022434,303.30728181933046,6430.130258413461,2200
data_local,12,1.0124099032522342,1.8038058675856299,1453,0.2752988338470459,4.063420057296753,1394,5.496548,0.611431,57.76696633881176,1070.2321084104938,346.6017980328706,6421.392650462963,2400
data_local,13,1.0351413834776724,1.8399931043276658,1721,0.27774930000305176,4.023435115814209,1579,5.42423,0.611206,40.93906467653539,1058.3355887276787,245.63438805921234,6350.013532366072,2600
data_local,14,1.0533619095649924,1.8817947777378845,2021,0.2795259952545166,4.060007572174072,1780,5.409083,0.61514,5.487786544078262,998.7472835847701,32.926719264469575,5992.4837015086205,2800
data_local,15,1.0933912129595065,1.9721296900702119,2388,0.28057026863098145,3.8115177154541016,2003,5.2257,0.619874,7.247020324927841,996.7921223958333,43.482121949567045,5980.752734375,3000
dag,1,0.002580188512802124,0.31394195500000016,0,0.002376556396484375,0.005700349807739258,0,0.423595,0.264146,22.22153241946691,1001.9761284722222,133.32919451680146,6011.856770833333,200
dag,2,0.00266987144947052,0.31413906249999984,0,0.002351999282836914,0.007780790328979492,0,0.421598,0.251931,28.125040731636478,1008.8206380208335,168.75024438981887,6052.923828125001,400
dag,3,0.0031750118732452393,0.36071772333333296,36,0.002368450164794922,0.06758999824523926,36,0.973573,0.242232,32.39543314208867,1015.1552269345237,194.37259885253204,6090.931361607142,600
dag,4,0.003444208800792694,0.4159668337499998,100,0.0023746490478515625,0.02218914031982422,100,0.98646,0.249461,38.64696401054402,1015.9442545572916,231.8817840632641,6095.66552734375,800
dag,5,0.0037128241062164306,0.45731045900000017,221,0.0023651123046875,0.05588507652282715,221,1.038946,0.246423,43.53633287701681,1018.9369303385416,261.2179972621009,6113.62158203125,1000
dag,6,0.003963100910186768,0.4897743983333323,315,0.002363920211791992,0.040129899978637695,315,1.024643,0.247863,50.42948354202192,1019.968967013889,302.5769012521315,6119.813802083334,1200
dag,7,0.004211327859333583,0.5280187728571432,455,0.002360105514526367,0.05742239952087402,455,1.028659,0.24658,55.60538558128987,1025.205078125,333.6323134877392,6151.23046875,1400
dag,8,0.004030032306909561,0.5432388543749996,611,0.0023527145385742188,0.03838229179382324,611,1.026172,0.24799,60.99935317435347,1028.609157986111,365.99611904612084,6171.654947916667,1600
dag,9,0.004474833806355794,0.577282668333333,752,0.0023365020751953125,0.02935481071472168,752,1.183223,0.244634,65.0316307955501,1014.6978515625001,390.1897847733006,6088.187109375001,1800
dag,10,0.004475248694419861,0.5984548704999988,927,0.0023446083068847656,0.033249855041503906,917,1.172909,0.24454,72.15535550922641,1022.0907552083332,432.93213305535846,6132.54453125,2000
dag,11,0.004281853329051625,0.6139145059090891,1112,0.0023529529571533203,0.06381821632385254,1112,1.216247,0.245993,76.55109124485962,1025.8098958333335,459.3065474691577,6154.859375000001,2200
dag,12,0.004461829165617625,0.6223015641666658,1304,0.002363920211791992,0.07422256469726562,1294,1.397174,0.245127,82.67675673005098,1031.8541015624999,496.0605403803059,6191.124609375,2400
dag,13,0.004512937068939209,0.6402217023076914,1441,0.0023572444915771484,0.04339432716369629,1441,1.370145,0.24094,85.62584735096696,1029.2669270833333,513.7550841058018,6175.601562499999,2600
dag,14,0.004739073514938355,0.6645176649999991,1613,0.0023598670959472656,0.10036039352416992,1598,1.345675,0.25327,90.58563319226367,1020.5346827651516,543.513799153582,6123.20809659091,2800
dag,15,0.004713491042455037,0.6772088693333337,1864,0.0023610591888427734,0.06532788276672363,1778,1.453851,0.251024,92.50567936293726,1020.7946259469695,555.0340761776235,6124.767755681817,3000
